5875	1
1754	2
75	3
7808	4
4478	5
2	6
2575	7
202	8
202	9
1545	10
14586	11
6174	12
6504	13
2227	14
711	15
94	16
1	17
231	18
231	19
231	20
1	21
6236	22
14566	23
7319	24
5138	25
210	26
94	27
1796	28
2072	29
16389	30
14689	31
282	32
5383	33
393	34
6079	35
2072	36
7808	37
98	38
10153	39
3282	40
3282	41
3282	42
14038	43
2227	44
98	45
12842	46
7705	47
755	48
2482	49
9725	50
1188	51
11975	52
12503	53
94	54
9969	55
8399	56
13644	57
1109	58
2435	59
12933	60
12488	61
3278	62
1455	63
2203	64
305	65
19293	66
6711	67
6207	68
4612	69
1757	70
2255	71
5898	72
372	73
7874	74
524	75
16029	76
107	77
6207	78
7190	79
3804	80
3191	81
3687	82
3631	83
1626	84
604	85
1796	86
2861	87
1670	88
3766	89
6816	90
3603	91
179	92
3405	93
583	94
818	95
256	96
2872	97
604	98
524	99
1846	100
8296	101
7172	102
4463	103
11438	104
402	105
1	106
10990	107
3726	108
1929	109
3090	110
4798	111
1173	112
7162	113
94	114
18654	115
11698	116
3932	117
9640	118
17026	119
117	120
2622	121
11659	122
34	123
9631	124
3282	125
7162	126
3149	127
401	128
7292	129
449	130
7992	131
336	132
5875	133
1498	134
11	135
34	136
3547	137
2816	138
2750	139
1021	140
15004	141
5735	142
7173	143
127	144
851	145
4761	146
5926	147
4355	148
878	149
397	150
841	151
5088	152
11	153
397	154
3266	155
397	156
206	157
2177	158
9764	159
52	160
265	161
12707	162
603	163
15608	164
34	165
6701	166
16418	167
4839	168
1623	169
11223	170
231	171
4394	172
153	173
525	174
11960	175
17308	176
16004	177
2724	178
8321	179
1511	180
2648	181
7078	182
528	183
5757	184
2641	185
1395	186
1357	187
17783	188
5468	189
5829	190
10134	191
480	192
4009	193
9043	194
3286	195
13173	196
5800	197
7535	198
364	199
17144	200
2271	201
719	202
7620	203
1329	204
401	205
6111	206
6207	207
7537	208
2473	209
5245	210
931	211
4131	212
357	213
9169	214
432	215
1869	216
36	217
748	218
5149	219
17559	220
2571	221
3338	222
855	223
36	224
5864	225
22	226
4663	227
1546	228
7753	229
14209	230
99	231
359	232
4175	233
5833	234
359	235
7261	236
6692	237
1726	238
15289	239
12	240
1162	241
300	242
4415	243
7990	244
18029	245
178	246
12154	247
3762	248
13760	249
15983	250
1811	251
443	252
7831	253
661	254
5940	255
40	256
205	257
397	258
13091	259
18002	260
2754	261
13765	262
1498	263
9823	264
89	265
789	266
178	267
603	268
2875	269
2388	270
4248	271
2043	272
8059	273
2634	274
8005	275
359	276
13883	277
12	278
359	279
3502	280
8974	281
2896	282
4981	283
52	284
4563	285
359	286
34	287
359	288
1474	289
3502	290
17717	291
52	292
52	293
85	294
2114	295
4981	296
239	297
10962	298
1221	299
4833	300
4981	301
11472	302
432	303
2444	304
6576	305
2444	306
393	307
34	308
59	309
3437	310
12251	311
4141	312
3423	313
12130	314
1151	315
8399	316
5814	317
794	318
17997	319
10153	320
5234	321
449	322
685	323
12488	324
12503	325
5974	326
94	327
811	328
9895	329
3902	330
6930	331
36	332
4327	333
4807	334
36	335
852	336
2364	337
1847	338
3216	339
217	340
8731	341
15037	342
705	343
5514	344
6430	345
6430	346
14561	347
10136	348
2045	349
1577	350
8847	351
5245	352
5153	353
1123	354
9378	355
4372	356
841	357
1783	358
2813	359
1040	360
1049	361
698	362
3603	363
540	364
285	365
13468	366
19352	367
8025	368
6819	369
13172	370
19394	371
1	372
3282	373
3282	374
11134	375
2155	376
218	377
2878	378
13091	379
1759	380
1933	381
5497	382
8749	383
52	384
2717	385
1536	386
70	387
52	388
1536	389
2183	390
11731	391
3933	392
789	393
6692	394
3370	395
52	396
2057	397
6950	398
1176	399
1832	400
3286	401
9095	402
8733	403
6571	404
307	405
1018	406
4262	407
1109	408
7471	409
1811	410
4176	411
1734	412
7283	413
254	414
10003	415
108	416
84	417
5359	418
10575	419
13254	420
1413	421
2459	422
52	423
6297	424
1395	425
1257	426
3117	427
3092	428
3877	429
13922	430
1109	431
1455	432
3079	433
2109	434
1522	435
4188	436
237	437
6719	438
3996	439
2717	440
3100	441
36	442
5245	443
5186	444
11	445
443	446
4530	447
276	448
2882	449
852	450
8644	451
6548	452
11614	453
85	454
9749	455
85	456
2744	457
10157	458
3561	459
1286	460
1759	461
397	462
99	463
3139	464
5482	465
1759	466
5412	467
2529	468
408	469
85	470
2517	471
1455	472
4404	473
2601	474
2825	475
397	476
677	477
4545	478
677	479
397	480
617	481
117	482
384	483
16268	484
4262	485
5739	486
5996	487
3747	488
7178	489
2057	490
12826	491
36	492
4981	493
3659	494
1115	495
1929	496
3684	497
52	498
2057	499
205	500
3684	501
4458	502
4062	503
1840	504
750	505
8659	506
851	507
7939	508
17645	509
12788	510
6094	511
2748	512
12174	513
8046	514
4259	515
10701	516
2224	517
401	518
4659	519
651	520
5420	521
8078	522
36	523
3090	524
3090	525
1611	526
12629	527
4792	528
217	529
8572	530
12282	531
8923	532
2376	533
97	534
4692	535
13144	536
13184	537
8041	538
12255	539
2349	540
11	541
1425	542
7978	543
269	544
677	545
1811	546
4612	547
34	548
6641	549
1286	550
3380	551
3871	552
576	553
13503	554
4069	555
269	556
269	557
3412	558
108	559
1620	560
27	561
72	562
1425	563
677	564
6561	565
7872	566
1811	567
7767	568
2825	569
3927	570
14385	571
52	572
1576	573
474	574
12909	575
84	576
3412	577
1350	578
7767	579
6964	580
1176	581
4645	582
3865	583
601	584
5944	585
4959	586
17152	587
10011	588
841	589
6996	590
1508	591
5725	592
17996	593
7253	594
2040	595
1176	596
572	597
7642	598
151	599
218	600
218	601
1301	602
835	603
121	604
1402	605
4415	606
11224	607
2448	608
3092	609
3430	610
365	611
6504	612
1759	613
4847	614
4350	615
816	616
4810	617
9821	618
3619	619
14768	620
1257	621
52	622
3865	623
6919	624
2038	625
3793	626
52	627
12322	628
386	629
1395	630
3211	631
8296	632
9690	633
178	634
1598	635
401	636
131	637
714	638
7385	639
417	640
6094	641
5598	642
852	643
7118	644
11269	645
11875	646
300	647
2617	648
4907	649
6270	650
704	651
14204	652
1840	653
217	654
1544	655
7253	656
11883	657
6254	658
7687	659
2040	660
2040	661
218	662
218	663
3743	664
1933	665
218	666
4141	667
2040	668
34	669
5615	670
1313	671
4662	672
3973	673
151	674
3278	675
4013	676
10130	677
2446	678
2788	679
1891	680
85	681
5157	682
218	683
707	684
89	685
752	686
4477	687
10021	688
4186	689
1403	690
4601	691
9097	692
4080	693
3157	694
16144	695
9536	696
4361	697
6079	698
627	699
52	700
434	701
52	702
11231	703
2959	704
434	705
6217	706
52	707
4683	708
4683	709
1061	710
11231	711
1209	712
6600	713
70	714
11231	715
1061	716
1759	717
206	718
2460	719
3878	720
5756	721
1066	722
9125	723
29	724
205	725
5808	726
10047	727
17499	728
3286	729
1122	730
14258	731
15186	732
8717	733
833	734
3502	735
606	736
254	737
254	738
7642	739
12461	740
9849	741
4857	742
3615	743
595	744
1891	745
9828	746
1759	747
3522	748
1599	749
7990	750
8279	751
18488	752
8064	753
13785	754
6256	755
397	756
52	757
1522	758
52	759
5248	760
2897	761
8629	762
5470	763
4852	764
4738	765
161	766
17396	767
432	768
12147	769
810	770
145	771
530	772
1623	773
18917	774
5541	775
2927	776
1973	777
231	778
3858	779
3855	780
1	781
906	782
20771	783
5186	784
97	785
218	786
2075	787
218	788
3878	789
434	790
7922	791
2063	792
6335	793
1257	794
10194	795
2304	796
8079	797
13591	798
85	799
843	800
2063	801
13144	802
3930	803
3266	804
218	805
1639	806
218	807
7211	808
108	809
3157	810
4857	811
4133	812
2155	813
2063	814
6165	815
2943	816
851	817
2382	818
11092	819
434	820
11647	821
1060	822
843	823
4442	824
698	825
75	826
97	827
15004	828
4084	829
14438	830
3093	831
3561	832
4084	833
6335	834
3968	835
11436	836
3847	837
151	838
154	839
1060	840
9340	841
140	842
4937	843
3636	844
624	845
13967	846
70	847
140	848
7402	849
2573	850
140	851
4312	852
624	853
4003	854
140	855
2155	856
161	857
6603	858
2668	859
4084	860
2943	861
2668	862
20704	863
140	864
1115	865
140	866
5313	867
14577	868
1901	869
1901	870
2724	871
3072	872
5313	873
146	874
1901	875
3560	876
5115	877
3942	878
1115	879
3072	880
976	881
606	882
1115	883
7215	884
7560	885
10677	886
3968	887
1520	888
5661	889
3093	890
11	891
11092	892
3655	893
4458	894
3895	895
12994	896
3968	897
4741	898
9082	899
1630	900
4758	901
5799	902
7099	903
8708	904
5142	905
3072	906
146	907
2943	908
1525	909
1520	910
738	911
1520	912
5851	913
262	914
3895	915
617	916
432	917
10998	918
284	919
9841	920
1	921
4934	922
4729	923
40	924
2191	925
9142	926
2596	927
1564	928
1363	929
2158	930
359	931
3743	932
11171	933
6561	934
4569	935
2897	936
124	937
5832	938
397	939
1544	940
12339	941
6454	942
5115	943
357	944
6588	945
218	946
2998	947
70	948
5757	949
601	950
796	951
7666	952
1328	953
218	954
2951	955
2460	956
2571	957
6033	958
52	959
218	960
480	961
237	962
9478	963
9584	964
593	965
852	966
10123	967
3259	968
7376	969
7574	970
3328	971
482	972
365	973
434	974
647	975
1630	976
7279	977
11615	978
7830	979
140	980
8481	981
624	982
4771	983
8560	984
140	985
9792	986
2943	987
140	988
10966	989
683	990
10757	991
140	992
4760	993
2063	994
4741	995
1891	996
1138	997
1998	998
140	999
18151	1000
14400	1001
8708	1002
851	1003
7004	1004
14795	1005
3164	1006
140	1007
3690	1008
606	1009
1891	1010
2063	1011
9097	1012
4762	1013
2943	1014
13833	1015
4712	1016
8560	1017
417	1018
4762	1019
9271	1020
197	1021
19521	1022
52	1023
5186	1024
1042	1025
206	1026
9869	1027
8708	1028
6962	1029
6600	1030
843	1031
195	1032
17455	1033
7536	1034
2943	1035
1115	1036
7510	1037
34	1038
4703	1039
4686	1040
7221	1041
7798	1042
5186	1043
3770	1044
197	1045
1520	1046
5726	1047
206	1048
11869	1049
12669	1050
1989	1051
17210	1052
10305	1053
698	1054
3082	1055
5186	1056
3735	1057
110	1058
2878	1059
1989	1060
4283	1061
256	1062
9792	1063
4312	1064
206	1065
4067	1066
3522	1067
7926	1068
2826	1069
4958	1070
240	1071
276	1072
13140	1073
1972	1074
2913	1075
2529	1076
11074	1077
12669	1078
7285	1079
7285	1080
2913	1081
9842	1082
1972	1083
4703	1084
3753	1085
3753	1086
7022	1087
1525	1088
4466	1089
8214	1090
4752	1091
2617	1092
1899	1093
2617	1094
1812	1095
5708	1096
13306	1097
3288	1098
89	1099
7637	1100
4394	1101
2521	1102
197	1103
12821	1104
2926	1105
8961	1106
161	1107
13833	1108
13349	1109
4344	1110
1992	1111
1975	1112
8947	1113
1628	1114
789	1115
3480	1116
8947	1117
1899	1118
1521	1119
4283	1120
4703	1121
5209	1122
11013	1123
1953	1124
52	1125
7798	1126
1953	1127
75	1128
2676	1129
4722	1130
5501	1131
1953	1132
6227	1133
11088	1134
252	1135
1812	1136
76	1137
2521	1138
7510	1139
576	1140
624	1141
9762	1142
1812	1143
20103	1144
1675	1145
2617	1146
4562	1147
1997	1148
4722	1149
4562	1150
5589	1151
9762	1152
3522	1153
13833	1154
841	1155
2430	1156
27	1157
4104	1158
412	1159
6653	1160
8214	1161
1176	1162
6551	1163
16541	1164
307	1165
15237	1166
4722	1167
8345	1168
1998	1169
3412	1170
256	1171
2079	1172
13060	1173
15515	1174
5501	1175
52	1176
1214	1177
10065	1178
97	1179
1598	1180
15315	1181
1294	1182
154	1183
1294	1184
1271	1185
1812	1186
5596	1187
5596	1188
4332	1189
4402	1190
5168	1191
70	1192
4312	1193
17478	1194
151	1195
4148	1196
2484	1197
1176	1198
2070	1199
2179	1200
6701	1201
1891	1202
2623	1203
2645	1204
1232	1205
4283	1206
1628	1207
3447	1208
2399	1209
1895	1210
698	1211
7127	1212
3770	1213
1201	1214
2926	1215
7798	1216
4466	1217
5584	1218
1628	1219
7010	1220
5501	1221
3354	1222
13159	1223
2321	1224
1372	1225
1316	1226
93	1227
1316	1228
2399	1229
2399	1230
4466	1231
2825	1232
320	1233
93	1234
4762	1235
1180	1236
1176	1237
1573	1238
4299	1239
12620	1240
11074	1241
1723	1242
93	1243
372	1244
5666	1245
1953	1246
1806	1247
2277	1248
134	1249
321	1250
1628	1251
134	1252
12108	1253
16176	1254
3894	1255
1628	1256
1628	1257
454	1258
454	1259
557	1260
11875	1261
64	1262
3148	1263
8620	1264
2399	1265
1628	1266
10406	1267
64	1268
8382	1269
1214	1270
375	1271
64	1272
1294	1273
1628	1274
1178	1275
5419	1276
5723	1277
1298	1278
1723	1279
789	1280
17	1281
4312	1282
11986	1283
1628	1284
64	1285
1269	1286
7384	1287
12670	1288
14455	1289
1176	1290
1734	1291
3354	1292
454	1293
64	1294
648	1295
7012	1296
5589	1297
12111	1298
1176	1299
4241	1300
12669	1301
2500	1302
1372	1303
254	1304
7875	1305
6055	1306
2321	1307
9410	1308
3412	1309
8483	1310
4280	1311
16435	1312
4696	1313
4141	1314
2321	1315
432	1316
14817	1317
2557	1318
7426	1319
5467	1320
2311	1321
5635	1322
987	1323
3746	1324
7052	1325
5582	1326
698	1327
3594	1328
868	1329
265	1330
557	1331
307	1332
3793	1333
9881	1334
2217	1335
5467	1336
12039	1337
3334	1338
1723	1339
12635	1340
75	1341
4241	1342
203	1343
2321	1344
64	1345
11623	1346
151	1347
6821	1348
11933	1349
7696	1350
5569	1351
1201	1352
64	1353
12598	1354
10611	1355
1533	1356
1214	1357
7467	1358
1214	1359
5279	1360
1176	1361
1176	1362
3148	1363
97	1364
134	1365
1214	1366
97	1367
5635	1368
1214	1369
1628	1370
2676	1371
1696	1372
17341	1373
557	1374
454	1375
6731	1376
15826	1377
365	1378
5880	1379
7517	1380
1997	1381
417	1382
306	1383
7291	1384
2960	1385
111	1386
4544	1387
454	1388
6649	1389
2676	1390
304	1391
1962	1392
10471	1393
316	1394
1536	1395
1474	1396
5279	1397
4544	1398
1372	1399
459	1400
2147	1401
3293	1402
17331	1403
8954	1404
75	1405
203	1406
1533	1407
1214	1408
12039	1409
8732	1410
3293	1411
98	1412
1474	1413
432	1414
3595	1415
1021	1416
756	1417
835	1418
267	1419
7903	1420
3746	1421
3858	1422
2624	1423
6412	1424
203	1425
12	1426
454	1427
5413	1428
4247	1429
64	1430
267	1431
7517	1432
1372	1433
4580	1434
1269	1435
1962	1436
203	1437
2744	1438
8950	1439
267	1440
12969	1441
9529	1442
40	1443
3271	1444
528	1445
4794	1446
6281	1447
2271	1448
12701	1449
11953	1450
12486	1451
3228	1452
1776	1453
7831	1454
4350	1455
2983	1456
3073	1457
1425	1458
1770	1459
12054	1460
76	1461
18138	1462
4531	1463
2825	1464
4752	1465
11292	1466
217	1467
5596	1468
1544	1469
1942	1470
3928	1471
9311	1472
6510	1473
11674	1474
624	1475
218	1476
2199	1477
218	1478
218	1479
5661	1480
408	1481
3793	1482
5698	1483
2998	1484
15450	1485
793	1486
19807	1487
5627	1488
6523	1489
11820	1490
7701	1491
